ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _yoast_wpseo_title,Meta: _yoast_wpseo_metadesc
,simple,CONEX-10ft-used-shipping-container-s2-doors,10ft Used Shipping Container – S2 Doors,1,0,visible,<p>10ft used shipping containers are the favoured choice for storage. The price includes our S2 style doors. The S2 door provides excellent security and guards against all forms of water ingress without the need for extra modification as they come pre-fitted with external seals and a lockbox. Repainting in a standard RAL colour of choice and lockbox is also included.</p>,"<p>10ft used shipping containers are the favoured choice for storage. The price includes our S2 style doors. The S2 door provides excellent security and guards against all forms of water ingress without the need for extra modification as they come pre-fitted with external seals and a lockbox. Repainting in a standard RAL colour of choice and lockbox is also included.</p>
<h3 class=""tac""><strong>S2 Doors </strong><strong>Features</strong></h3>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">Original shipping container cargo doors, corrugated steel panels, external rubber seals and four locking arms.</div>
</div>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">
<p><strong>Advantages</strong></p>
<p>Excellent security and guards against all forms of water ingress without the need for extra modification.</p>
</div>
</div>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">
<p><strong>Recommended for</strong></p>
<p>Heavy duty storage, especially construction sites, or where access is required less frequently.</p>
<p> </p>
</div>
</div>
<div></div>
<div>
<h3><strong>Shipping Containers FAQs</strong></h3>
<div class=""qae-faqs-container qae-faqs-toggle-container"">
<div class=""qe-faq-toggle"" id=""qaef-17670"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i>  What is the difference between new, used and once-used?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>Used Shipping Containers</strong> are anywhere from 10-15 years old, and will be ex-shipping lines containers. This means they will have travelled and been handled in different ports across the world, leading to signs of wear and tear e.g. dents, scrapes, surface rust and patch repairs. However, all of our used containers will be structurally sound and watertight, and are covered under our 12 month watertight warranty. These containers are ideal if you are working on a tight budget or if the appearance of the container isn’t as important.</p>
<p><strong>Once-Used Shipping Containers</strong> have only been used once to transport the shipping container from the country of manufacture to the World. Although these shipping containers are considered “new” in the shipping industry, they are also referred to as “Once-Used” or “One Trip” due to their one transportation journey. As they will have been filled with cargo to make the journey cost effective and then handled once in port, minor scrapes (particularly on the corner castings) and the odd dent may be visible.</p>
<p>New Shipping Containers are either newly fabricated units manufactured in our in-house depot, such as our <strong>CarTainers</strong>, <strong>SlimLine Containers</strong> and <strong>Extra Wide Containers</strong>, or our additional container products like the <strong>flat pack container range</strong> and our <strong>portable toilets</strong>.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17675"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> Can I ship my container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>If you’re looking to purchase a container to ship, there are a few things to keep in mind!<br/><strong>1.</strong> You can only purchase a 20ft or 40ft standard ISO container, as these are the only container lengths that can be shipped using traditional cargo vessels.<br/><strong>2.</strong> As we provide cut down shipping containers as standard, we must be informed of the intention for the container to be used for shipping, as our cut down containers are unsuitable for shipping. We will then make sure the container is a traditional ISO container and cargo worthy.<br/><strong>3.</strong> You will need a valid CSC plate to ship your container. All containers have this, but we will re-certify the CSC plate prior to dispatch for you.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17672"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> Do I need planning permission?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers are technically fully portable, therefore they shouldn’t be subject to the ordinary planning permission requirements as they count as a temporary structure. However, if this is being used as a permanent structure, or if it’s being used in a residential area, the same planning permission rules may apply. Whatever you’re using your shipping container for, we would always recommend double checking with your local council first, as different councils have different rules and regulations to follow. We have found that improving the aesthetics of the container with either a repaint or <strong>wood cladding</strong> and a <strong>sloping roof</strong> can often help secure permission from the council.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17673"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How do you deliver a shipping container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Delivery of a shipping container is unlike the delivery of your usual parcel! In order to provide a smooth delivery, we only use vehicles with hiab cranes to deliver our containers. As standard, we use Artic lorries (approx. 65ft long) or a Wagon and Drag (a 39ft long Rigid lorry with an additional 20ft long trailer behind), which enables us to pair up deliveries in order to keep your transport cost as effective as possible! We are able to provide dedicated deliveries on small vehicles upon request if your site can’t accommodate the standard vehicle. Ask one of our sales team for advice if you’re unsure of your site access!</p>
<p>For an easy delivery, we ask that your site has a suitable turning circle for the vehicle to turn around and drive back out head on after delivery, and a minimum entry width of 10ft. You will also need complete hard standing ground. These vehicles, especially when loaded, are extremely heavy. If they attempt to cross soft ground such as grass, gravel or shale, they are likely to get stuck and you would incur costs in dragging them back out!</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17666"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How much does a shipping container weigh?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>The weight of a shipping container varies depending on length. A standard ISO 20ft weighs approximately 2,230kgs, and a 40ft weighs approximately 3,950kgs.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17668"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How secure are shipping containers?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers are made from strong <strong>CorTen Steel</strong>, providing ample security if you’re using your container for secure storage. On all of our standard containers under 40ft, we also provide a <strong>lockbox</strong> free of charge, which prevents your padlock from being tampered with!</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17671"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What is the difference between the S1, S2 and S3 door types?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>S1 Door Type</strong><br/>Features: 3mm steel panels, lightweight, single locking bar.<br/>Advantages: Reduced weight makes them easier to use than shipping container doors. The door plates are fabricated from 3mm steel. This is thicker than is used for standard container doors which enhances security.<br/>Recommended for: Storage containers for schools, clubs and domestic storage, where you require frequent use and ease of use is essential.</p>
<p><strong>S2 Door Type</strong><br/>Features: Original shipping container cargo doors, corrugated steel panels, external rubber seals and four locking arms.<br/>Advantages: Excellent security and guards against all forms of water ingress without the need for extra modification.<br/>Recommended for: Heavy duty storage, especially construction sites, or where access is required less frequently.</p>
<p><strong>S3 Door Type</strong><br/>Features: Steel panel doors, lightweight, two locking arms, external rubber seals. These doors are unique to Hunts Ville Containers!<br/>Advantages: Reduced weight makes them easier to use. Combines the best features of S1 and S2 door types.<br/>Recommended for: Storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture and for frequent use.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17669"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What is the typical lifespan of a shipping container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers have a considerable lifespan, and can last around 20 years or more with proper maintenance. Our once-used containers will have only had one sea voyage into the country, and are typically around one or two years old, so will have plenty of life left in them! Our second hand containers are approximately 10 years old, so still have a good lifespan if you take care of them. With our second hand containers, we would recommend an <strong>exterior repaint</strong> in our rubberised marine paint to not only improve the aesthetic appearance of your container, but to also provide an additional layer of protection against the elements to prolong the lifespan even further.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17674"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What should I site my container on?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Like the delivery, your container is best suited to being placed on hard standing level ground. This will avoid the container “racking out”. Racking out is where one corner of the container becomes un-level, leaving the container doors difficult to open and close properly. This often happens if the container is placed on grass or gravel and then loaded with the weight un-evenly distributed, leading to the container sinking. Each corner must be well supported to avoid racking out. If a full concrete base isn’t an option, we recommend level concrete slabs at each of the four corners of the container, or railway sleepers under the door and end wall, to keep the container level. </p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17664"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What sizes are shipping containers?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>Standard ISO shipping containers are either 20ft or 40ft in length, and all a uniform 8ft wide. Heights vary between 8ft6 high (known as a DV), or 9ft6 high (referred to as a High Cube or HC). At Hunts Ville Containers, you are not restricted to either a 40ft or a 20ft. We are one of the few container retailers who are also a working container depot and we specialise in cutting down containers to any length.</strong></p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17676"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What’s the best protection against condensation?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>As shipping containers are made from steel, they are prone to condensation, especially with the fluctuation in temperatures. The best method to prevent condensation from forming would be our <strong>ply lining and insulation</strong>. Similar to insulating your loft, this method prevents condensation from forming and keeps your container a moderate temperature all year round. If you are looking for a more budget friendly option, we would recommend our <strong>grafotherm</strong>. This product doesn’t prevent condensation from forming, but it will dissipate most moisture that does form. Grafotherm however is not guaranteed to work in incidences of extreme changes in temperature.</p>
</div>
</div>
</div>
</div>",,,taxable,,1,,,0,0,,,,,1,,,1588.50,10 ft Used Shipping Containers,,,"https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2239-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2240-2-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2240-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2242-1-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2244-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2245-2-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2245-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-0-full-img_2251-2-22.jpg, https://conexgroupltd.co.za/wp-content/uploads/2023/11/1148-1151-full-img_2251-22.jpg",,,,,,,,,0,10ft Used Shipping Container - S2 Doors - Conex Group Pty Ltd,10ft used shipping containers are the favoured choice for storage. The price includes our S2 style doors. The S2 door provides excellent security and guards against all forms of water ingress without the need for extra modification as they come pre-fitted with external seals and a lockbox. Repainting in a standard RAL colour of choice and lockbox is also included.
,simple,CONEX-10ft-used-shipping-containers-s3-doors,10ft Used Shipping Containers – S3 Doors,1,0,visible,"<p>This container comes with our premium, easy to use S3 style doors that include internal compressed door seals as standard. Ideal for storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture, and frequent use. Price includes a lock box and repainting in a standard RAL colour.</p>","<p>This <a href=""http://shipingcontainerpoint.com"" rel=""noopener"" target=""_blank"">container</a> comes with our premium, easy to use S3 style doors that include internal compressed door seals as standard. Ideal for storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture, and frequent use. Price includes a lock box and repainting in a standard RAL colour.</p>
<h3 class=""tac""><strong>S3 Doors </strong><strong>Features</strong></h3>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">Steel panel doors, lightweight, two locking arms, internal compressed door seals. These doors are unique to Hunts Ville Containers!</div>
</div>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">
<p><strong>Advantages</strong></p>
<p>Reduced weight makes them easier to use. Combines the best features of S1 and S2 doors.</p>
</div>
</div>
<div class=""thirdWidth floatLeft"">
<div class=""liner"">
<p><strong>Recommended for</strong></p>
<p>Storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture, and frequent use.</p>
</div>
</div>
<div></div>
<div></div>
<div>
<h3><strong>Shipping Containers FAQs</strong></h3>
<div class=""qae-faqs-container qae-faqs-toggle-container"">
<div class=""qe-faq-toggle"" id=""qaef-17670"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i>  What is the difference between new, used and once-used?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>Used Shipping Containers</strong> are anywhere from 10-15 years old, and will be ex-shipping lines containers. This means they will have travelled and been handled in different ports across the world, leading to signs of wear and tear e.g. dents, scrapes, surface rust and patch repairs. However, all of our used containers will be structurally sound and watertight, and are covered under our 12 month watertight warranty. These containers are ideal if you are working on a tight budget or if the appearance of the container isn’t as important.</p>
<p><strong>Once-Used Shipping Containers</strong> have only been used once to transport the shipping container from the country of manufacture to the World. Although these shipping containers are considered “new” in the shipping industry, they are also referred to as “Once-Used” or “One Trip” due to their one transportation journey. As they will have been filled with cargo to make the journey cost effective and then handled once in port, minor scrapes (particularly on the corner castings) and the odd dent may be visible.</p>
<p>New Shipping Containers are either newly fabricated units manufactured in our in-house depot, such as our <strong>CarTainers</strong>, <strong>SlimLine Containers</strong> and <strong>Extra Wide Containers</strong>, or our additional container products like the <strong>flat pack container range</strong> and our <strong>portable toilets</strong>.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17675"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> Can I ship my container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>If you’re looking to purchase a container to ship, there are a few things to keep in mind!<br/><strong>1.</strong> You can only purchase a 20ft or 40ft standard ISO container, as these are the only container lengths that can be shipped using traditional cargo vessels.<br/><strong>2.</strong> As we provide cut down shipping containers as standard, we must be informed of the intention for the container to be used for shipping, as our cut down containers are unsuitable for shipping. We will then make sure the container is a traditional ISO container and cargo worthy.<br/><strong>3.</strong> You will need a valid CSC plate to ship your container. All containers have this, but we will re-certify the CSC plate prior to dispatch for you.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17672"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> Do I need planning permission?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers are technically fully portable, therefore they shouldn’t be subject to the ordinary planning permission requirements as they count as a temporary structure. However, if this is being used as a permanent structure, or if it’s being used in a residential area, the same planning permission rules may apply. Whatever you’re using your shipping container for, we would always recommend double checking with your local council first, as different councils have different rules and regulations to follow. We have found that improving the aesthetics of the container with either a repaint or <strong>wood cladding</strong> and a <strong>sloping roof</strong> can often help secure permission from the council.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17673"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How do you deliver a shipping container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Delivery of a shipping container is unlike the delivery of your usual parcel! In order to provide a smooth delivery, we only use vehicles with hiab cranes to deliver our containers. As standard, we use Artic lorries (approx. 65ft long) or a Wagon and Drag (a 39ft long Rigid lorry with an additional 20ft long trailer behind), which enables us to pair up deliveries in order to keep your transport cost as effective as possible! We are able to provide dedicated deliveries on small vehicles upon request if your site can’t accommodate the standard vehicle. Ask one of our sales team for advice if you’re unsure of your site access!</p>
<p>For an easy delivery, we ask that your site has a suitable turning circle for the vehicle to turn around and drive back out head on after delivery, and a minimum entry width of 10ft. You will also need complete hard standing ground. These vehicles, especially when loaded, are extremely heavy. If they attempt to cross soft ground such as grass, gravel or shale, they are likely to get stuck and you would incur costs in dragging them back out!</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17666"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How much does a shipping container weigh?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>The weight of a shipping container varies depending on length. A standard ISO 20ft weighs approximately 2,230kgs, and a 40ft weighs approximately 3,950kgs.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17668"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> How secure are shipping containers?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers are made from strong <strong>CorTen Steel</strong>, providing ample security if you’re using your container for secure storage. On all of our standard containers under 40ft, we also provide a <strong>lockbox</strong> free of charge, which prevents your padlock from being tampered with!</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17671"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What is the difference between the S1, S2 and S3 door types?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>S1 Door Type</strong><br/>Features: 3mm steel panels, lightweight, single locking bar.<br/>Advantages: Reduced weight makes them easier to use than shipping container doors. The door plates are fabricated from 3mm steel. This is thicker than is used for standard container doors which enhances security.<br/>Recommended for: Storage containers for schools, clubs and domestic storage, where you require frequent use and ease of use is essential.</p>
<p><strong>S2 Door Type</strong><br/>Features: Original shipping container cargo doors, corrugated steel panels, external rubber seals and four locking arms.<br/>Advantages: Excellent security and guards against all forms of water ingress without the need for extra modification.<br/>Recommended for: Heavy duty storage, especially construction sites, or where access is required less frequently.</p>
<p><strong>S3 Door Type</strong><br/>Features: Steel panel doors, lightweight, two locking arms, external rubber seals. These doors are unique to Hunts Ville Containers!<br/>Advantages: Reduced weight makes them easier to use. Combines the best features of S1 and S2 door types.<br/>Recommended for: Storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture and for frequent use.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17669"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What is the typical lifespan of a shipping container?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Shipping containers have a considerable lifespan, and can last around 20 years or more with proper maintenance. Our once-used containers will have only had one sea voyage into the country, and are typically around one or two years old, so will have plenty of life left in them! Our second hand containers are approximately 10 years old, so still have a good lifespan if you take care of them. With our second hand containers, we would recommend an <strong>exterior repaint</strong> in our rubberised marine paint to not only improve the aesthetic appearance of your container, but to also provide an additional layer of protection against the elements to prolong the lifespan even further.</p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17674"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What should I site my container on?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>Like the delivery, your container is best suited to being placed on hard standing level ground. This will avoid the container “racking out”. Racking out is where one corner of the container becomes un-level, leaving the container doors difficult to open and close properly. This often happens if the container is placed on grass or gravel and then loaded with the weight un-evenly distributed, leading to the container sinking. Each corner must be well supported to avoid racking out. If a full concrete base isn’t an option, we recommend level concrete slabs at each of the four corners of the container, or railway sleepers under the door and end wall, to keep the container level. </p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17664"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What sizes are shipping containers?				</h4>
</div>
<div class=""qe-toggle-content"">
<p><strong>Standard ISO shipping containers are either 20ft or 40ft in length, and all a uniform 8ft wide. Heights vary between 8ft6 high (known as a DV), or 9ft6 high (referred to as a High Cube or HC). At Hunts Ville Containers, you are not restricted to either a 40ft or a 20ft. We are one of the few container retailers who are also a working container depot and we specialise in cutting down containers to any length.</strong></p>
</div>
</div>
<div class=""qe-faq-toggle"" id=""qaef-17676"">
<div class=""qe-toggle-title"">
<h4>
<i class=""fa fa-minus-circle""></i> What’s the best protection against condensation?				</h4>
</div>
<div class=""qe-toggle-content"">
<p>As shipping containers are made from steel, they are prone to condensation, especially with the fluctuation in temperatures. The best method to prevent condensation from forming would be our <strong>ply lining and insulation</strong>. Similar to insulating your loft, this method prevents condensation from forming and keeps your container a moderate temperature all year round. If you are looking for a more budget friendly option, we would recommend our <strong>grafotherm</strong>. This product doesn’t prevent condensation from forming, but it will dissipate most moisture that does form. Grafotherm however is not guaranteed to work in incidences of extreme changes in temperature.</p>
</div>
</div>
</div>
</div>",,,taxable,,1,,,0,0,,,,,1,,,1656.00,10 ft Used Shipping Containers,,,https://conexgroupltd.co.za/wp-content/uploads/2023/11/789-792-full-s3-10ft-2-3.jpg,,,,,,,,,1,10ft Used Shipping Containers - S3 Doors - Conex Group Pty Ltd,"This container comes with our premium, easy to use S3 style doors that include internal compressed door seals as standard. Ideal for storage of items easily damaged by moisture e.g. paperwork, fabrics, furniture, and frequent use. Price includes a lock box and repainting in a standard RAL colour."
